,path,label
0,train/not-good/manipulated_front000.png,1
1,train/not-good/manipulated_front001.png,1
2,train/not-good/manipulated_front002.png,1
3,train/not-good/manipulated_front003.png,1
4,train/not-good/manipulated_front004.png,1
5,train/not-good/manipulated_front005.png,1
6,train/not-good/manipulated_front006.png,1
7,train/not-good/manipulated_front007.png,1
8,train/not-good/manipulated_front008.png,1
9,train/not-good/manipulated_front009.png,1
10,train/not-good/scratch_head000.png,1
11,train/not-good/scratch_head001.png,1
12,train/not-good/scratch_head002.png,1
13,train/not-good/scratch_head004.png,1
14,train/not-good/scratch_head005.png,1
15,train/not-good/scratch_head003.png,1
16,train/not-good/scratch_head006.png,1
17,train/not-good/scratch_head007.png,1
18,train/not-good/scratch_head008.png,1
19,train/not-good/scratch_head009.png,1
20,train/not-good/scratch_neck000.png,1
21,train/not-good/scratch_neck001.png,1
22,train/not-good/scratch_neck002.png,1
23,train/not-good/scratch_neck003.png,1
24,train/not-good/scratch_neck004.png,1
25,train/not-good/scratch_neck005.png,1
26,train/not-good/scratch_neck006.png,1
27,train/not-good/scratch_neck007.png,1
28,train/not-good/scratch_neck008.png,1
29,train/not-good/scratch_neck009.png,1
30,train/not-good/thread_side000.png,1
31,train/not-good/thread_side001.png,1
32,train/not-good/thread_side002.png,1
33,train/not-good/thread_side003.png,1
34,train/not-good/thread_side004.png,1
35,train/not-good/thread_side005.png,1
36,train/not-good/thread_side006.png,1
37,train/not-good/thread_side007.png,1
38,train/not-good/thread_side008.png,1
39,train/not-good/thread_side009.png,1
40,train/not-good/thread_top000.png,1
41,train/not-good/thread_top002.png,1
42,train/not-good/thread_top003.png,1
43,train/not-good/thread_top004.png,1
44,train/not-good/thread_top005.png,1
45,train/not-good/thread_top006.png,1
46,train/not-good/thread_top007.png,1
47,train/not-good/thread_top001.png,1
48,train/not-good/thread_top008.png,1
49,train/not-good/thread_top009.png,1
50,train/good/ok000.png,0
51,train/good/ok001.png,0
52,train/good/ok002.png,0
53,train/good/ok003.png,0
54,train/good/ok004.png,0
55,train/good/ok005.png,0
56,train/good/ok006.png,0
57,train/good/ok007.png,0
58,train/good/ok008.png,0
59,train/good/ok009.png,0
60,train/good/ok010.png,0
61,train/good/ok011.png,0
62,train/good/ok012.png,0
63,train/good/ok013.png,0
64,train/good/ok014.png,0
65,train/good/ok015.png,0
66,train/good/ok016.png,0
67,train/good/ok018.png,0
68,train/good/ok017.png,0
69,train/good/ok019.png,0
70,train/good/ok021.png,0
71,train/good/ok022.png,0
72,train/good/ok020.png,0
73,train/good/ok023.png,0
74,train/good/ok024.png,0
75,train/good/ok025.png,0
76,train/good/ok026.png,0
77,train/good/ok027.png,0
78,train/good/ok028.png,0
79,train/good/ok029.png,0
80,train/good/ok030.png,0
81,train/good/ok031.png,0
82,train/good/ok032.png,0
83,train/good/ok033.png,0
84,train/good/ok034.png,0
85,train/good/ok035.png,0
86,train/good/ok036.png,0
87,train/good/ok037.png,0
88,train/good/ok038.png,0
89,train/good/ok039.png,0
90,train/good/ok040.png,0
91,train/good/ok041.png,0
92,train/good/ok042.png,0
93,train/good/ok043.png,0
94,train/good/ok044.png,0
95,train/good/ok045.png,0
96,train/good/ok046.png,0
97,train/good/ok047.png,0
98,train/good/ok048.png,0
99,train/good/ok050.png,0
100,train/good/ok049.png,0
101,train/good/ok051.png,0
102,train/good/ok053.png,0
103,train/good/ok054.png,0
104,train/good/ok052.png,0
105,train/good/ok055.png,0
106,train/good/ok057.png,0
107,train/good/ok056.png,0
108,train/good/ok058.png,0
109,train/good/ok059.png,0
110,train/good/ok060.png,0
111,train/good/ok062.png,0
112,train/good/ok061.png,0
113,train/good/ok063.png,0
114,train/good/ok065.png,0
115,train/good/ok066.png,0
116,train/good/ok064.png,0
117,train/good/ok067.png,0
118,train/good/ok069.png,0
119,train/good/ok068.png,0
120,train/good/ok070.png,0
121,train/good/ok071.png,0
122,train/good/ok072.png,0
123,train/good/ok073.png,0
124,train/good/ok074.png,0
125,train/good/ok075.png,0
126,train/good/ok076.png,0
127,train/good/ok077.png,0
128,train/good/ok078.png,0
129,train/good/ok079.png,0
130,train/good/ok080.png,0
131,train/good/ok081.png,0
132,train/good/ok082.png,0
133,train/good/ok083.png,0
134,train/good/ok084.png,0
135,train/good/ok085.png,0
136,train/good/ok086.png,0
137,train/good/ok087.png,0
138,train/good/ok088.png,0
139,train/good/ok089.png,0
140,train/good/ok090.png,0
141,train/good/ok091.png,0
142,train/good/ok092.png,0
143,train/good/ok093.png,0
144,train/good/ok094.png,0
145,train/good/ok095.png,0
146,train/good/ok096.png,0
147,train/good/ok097.png,0
148,train/good/ok100.png,0
149,train/good/ok099.png,0
150,train/good/ok098.png,0
151,train/good/ok101.png,0
152,train/good/ok102.png,0
153,train/good/ok103.png,0
154,train/good/ok104.png,0
155,train/good/ok105.png,0
156,train/good/ok106.png,0
157,train/good/ok107.png,0
158,train/good/ok108.png,0
159,train/good/ok109.png,0
160,train/good/ok110.png,0
161,train/good/ok111.png,0
162,train/good/ok112.png,0
163,train/good/ok113.png,0
164,train/good/ok114.png,0
165,train/good/ok115.png,0
166,train/good/ok116.png,0
167,train/good/ok117.png,0
168,train/good/ok118.png,0
169,train/good/ok119.png,0
170,train/good/ok120.png,0
171,train/good/ok121.png,0
172,train/good/ok122.png,0
173,train/good/ok123.png,0
174,train/good/ok124.png,0
